"num","title","link","tag1","tag2","tag3","tag4","discount_original_price","discount_final_price","discount_pct","recent_review","all_review","release_date","developer","publisher"
"468","Steel Rats™","https://store.steampowered.com/app/619700/Steel_Rats/?snr=1_1452_1600__104_41","Action"," Racing"," Platformer"," Arcade","20,500 원","20,500 원","0%","No review","Positive (19)","7 Nov, 2018","Tate Multimedia","Tate Multimedia"
"469","Bendy and the Ink Machine™","https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine/?snr=1_1452_1600__104_42","Horror"," First-Person"," Singleplayer"," Cartoony","20,500 원","20,500 원","0%","Very Positive (617)","Very Positive (973)","27 Apr, 2017","Joey Drew Studios Inc.","Joey Drew Studios Inc."
"470","Gold Rush: The Game","https://store.steampowered.com/app/451340/Gold_Rush_The_Game/?snr=1_1452_1600__104_42","Simulation"," Mining"," Realistic"," Open World","20,500 원","20,500 원","0%","Mixed (160)","Mixed (3,993)","13 Oct, 2017","Code Horizon","Code Horizon"
"471","Day of Infamy","https://store.steampowered.com/app/447820/Day_of_Infamy/?snr=1_1452_1600__104_42","World War II"," FPS"," Multiplayer"," War","15,500 원","15,500 원","0%","Very Positive (130)","Very Positive (12,852)","23 Mar, 2017","New World Interactive","New World Interactive"
"472","The Messenger","https://store.steampowered.com/app/764790/The_Messenger/?snr=1_1452_1600__104_42","Action"," Indie"," Pixel Graphics"," Retro","20,500 원","20,500 원","0%","Very Positive (94)","Very Positive (676)","31 Aug, 2018","Sabotage","Sabotage"
"473","Jurassic World Evolution","https://store.steampowered.com/app/648350/Jurassic_World_Evolution/?snr=1_1452_1600__104_42","Building"," Dinosaurs"," Management"," Simulation","58,000 원","58,000 원","0%","Mixed (247)","Mixed (9,440)","12 Jun, 2018","Frontier Developments","Frontier Developments"
"474","Meow Motors","https://store.steampowered.com/app/773430/Meow_Motors/?snr=1_1452_1600__104_42","Racing"," Indie"," Casual"," Singleplayer","20,500 원","20,500 원","0%","No review","Positive (43)","2 Nov, 2018","ArtVostok","ArtVostok"
"475","SUNLESS SEA","https://store.steampowered.com/app/304650/SUNLESS_SEA/?snr=1_1452_1600__104_42","Exploration"," Survival"," Lovecraftian"," Story Rich","20,000 원","10,000 원","-50%","Mostly Positive (34)","Very Positive (4,709)","6 Feb, 2015","Failbetter Games","Failbetter Games"
"476","Moonlighter","https://store.steampowered.com/app/606150/Moonlighter/?snr=1_1452_1600__104_42","Pixel Graphics"," Adventure"," Rogue-lite"," Rogue-like","20,500 원","20,500 원","0%","Mostly Positive (158)","Mostly Positive (2,216)","29 May, 2018","Digital Sun","Digital Sun"
"477","Mark of the Ninja: Remastered","https://store.steampowered.com/app/860950/Mark_of_the_Ninja_Remastered/?snr=1_1452_1600__104_42","Action"," Indie"," Violent"," Gore","20,500 원","20,500 원","0%","No review","Very Positive (366)","10 Oct, 2018","Klei Entertainment","Klei Entertainment"
"478","Golf With Your Friends","https://store.steampowered.com/app/431240/Golf_With_Your_Friends/?snr=1_1452_1600__104_42","Early Access"," Mini Golf"," Multiplayer"," Golf","6,500 원","6,500 원","0%","Very Positive (125)","Very Positive (11,754)","30 Jan, 2016","Blacklight Interactive","Blacklight Interactive"
"479","Full Metal Furies","https://store.steampowered.com/app/416600/Full_Metal_Furies/?snr=1_1452_1600__104_42","Action"," Indie"," Adventure"," RPG","20,500 원","20,500 원","0%","Very Positive (13)","Very Positive (590)","17 Jan, 2018","Cellar Door Games","Cellar Door Games"
"480","Redout: Enhanced Edition","https://store.steampowered.com/app/517710/Redout_Enhanced_Edition/?snr=1_1452_1600__104_42","Racing"," Futuristic"," Fast-Paced"," Great Soundtrack","38,000 원","11,400 원","-70%","Very Positive (29)","Very Positive (1,972)","3 Sep, 2016","34BigThings srl","34BigThings srl"
"481","Prime Mover","https://store.steampowered.com/app/693700/Prime_Mover/?snr=1_1452_1600__104_42","Indie"," Simulation"," Programming"," Puzzle","15,500 원","10,070 원","-35%","No review","Very Positive (52)","22 May, 2018","4Bit Games","4Bit Games"
"482","Academia : School Simulator","https://store.steampowered.com/app/672630/Academia__School_Simulator/?snr=1_1452_1600__104_42","Early Access"," Simulation"," Management"," Strategy","20,000 원","20,000 원","0%","No review","Mixed (422)","8 Sep, 2017","Squeaky Wheel Studio Inc","Squeaky Wheel Studio Inc"
"483","RollerCoaster Tycoon®: Deluxe","https://store.steampowered.com/app/285310/RollerCoaster_Tycoon_Deluxe/?snr=1_1452_1600__104_42","Simulation"," Management"," Strategy"," Sandbox","6,500 원","6,500 원","0%","Very Positive (15)","Very Positive (2,761)","31 Mar, 1999","Chris Sawyer Productions","Chris Sawyer Productions"
"484","Monstrum","https://store.steampowered.com/app/296710/Monstrum/?snr=1_1452_1600__104_43","Horror"," Survival Horror"," Indie"," Rogue-like","19,000 원","19,000 원","0%","Very Positive (27)","Very Positive (1,278)","21 May, 2015","Team Junkfish","Team Junkfish"
"485","Mega Man X Legacy Collection / ロックマンX アニバ?サリ? コレクション","https://store.steampowered.com/app/743890/Mega_Man_X_Legacy_Collection__X/?snr=1_1452_1600__104_43","Action"," Platformer"," Side Scroller"," Classic","19,000 원","19,000 원","0%","Mixed (47)","Mixed (594)","25 Jul, 2018","CAPCOM CO., LTD","CAPCOM CO., LTD"
"486","Mirror's Edge™","https://store.steampowered.com/app/17410/Mirrors_Edge/?snr=1_1452_1600__104_43","Parkour"," First-Person"," Action"," Female Protagonist","19,000 원","19,000 원","0%","Very Positive (72)","Very Positive (14,250)","13 Jan, 2009","DICE","DICE"
"487","FRAMED Collection","https://store.steampowered.com/app/322450/FRAMED_Collection/?snr=1_1452_1600__104_43","Indie"," Adventure"," Casual"," Puzzle","10,500 원","10,500 원","0%","No review","Very Positive (100)","18 May, 2018","Loveshack Entertainment","Surprise Attack Games"
"488","The Park","https://store.steampowered.com/app/402020/The_Park/?snr=1_1452_1600__104_43","Horror"," Psychological Horror"," Walking Simulator"," First-Person","14,000 원","4,200 원","-70%","Very Positive (19)","Mixed (1,874)","27 Oct, 2015","Funcom","Funcom"
"489","Amphora","https://store.steampowered.com/app/331510/Amphora/?snr=1_1452_1600__104_43","Indie"," Adventure"," Puzzle"," Atmospheric","14,500 원","3,620 원","-75%","No review","Mostly Positive (104)","12 Nov, 2014","Moondrop","Moondrop"
"490","The Room","https://store.steampowered.com/app/288160/The_Room/?snr=1_1452_1600__104_43","Puzzle"," Mystery"," Adventure"," Point & Click","5,500 원","5,500 원","0%","Overwhelmingly Positive (287)","Overwhelmingly Positive (8,887)","28 Jul, 2014","Fireproof Games","Fireproof Games"
"491","Wayout","https://store.steampowered.com/app/551110/Wayout/?snr=1_1452_1600__104_43","Indie"," Casual"," Puzzle"," Singleplayer","1,000 원","1,000 원","0%","No review","Very Positive (526)","5 Nov, 2016","Konstructors Entertainment","Konstructors Entertainment"
"492","Wayout 2: Hex","https://store.steampowered.com/app/585950/Wayout_2_Hex/?snr=1_1452_1600__104_43","Casual"," Indie"," Puzzle"," Atmospheric","1,000 원","1,000 원","0%","No review","Very Positive (140)","11 Feb, 2017","Konstructors Entertainment","Konstructors Entertainment"
"493","Through the Ages","https://store.steampowered.com/app/758370/Through_the_Ages/?snr=1_1452_1600__104_43","Strategy"," Indie"," Card Game"," Board Game","16,500 원","16,500 원","0%","No review","Very Positive (357)","27 Mar, 2018","CGE Digital","CGE Digital"
"494","Witch Hunt","https://store.steampowered.com/app/661790/Witch_Hunt/?snr=1_1452_1600__104_43","Horror"," Adventure"," Indie"," Action","10,500 원","8,920 원","-15%","Very Positive (57)","Very Positive (638)","4 Sep, 2018","Andrii Vintsevych","Andrii Vintsevych"
"495","YEARN Tyrant's Conquest","https://store.steampowered.com/app/449070/YEARN_Tyrants_Conquest/?snr=1_1452_1600__104_43","Indie"," Strategy"," Casual"," Local Multiplayer","10,500 원","4,200 원","-60%","No review","3 user reviews","6 Apr, 2018","TripleRam Games","TripleRam Games"
"496","Five Nights at Freddy's","https://store.steampowered.com/app/319510/Five_Nights_at_Freddys/?snr=1_1452_1600__104_43","Horror"," Singleplayer"," Survival Horror"," Psychological Horror","5,500 원","5,500 원","0%","Very Positive (57)","Very Positive (15,038)","18 Aug, 2014","Scott Cawthon","Scott Cawthon"
"497","Wild Animal Sports Day","https://store.steampowered.com/app/741990/Wild_Animal_Sports_Day/?snr=1_1452_1600__104_44","Psychological Horror"," Sexual Content"," Simulation"," Nudity","5,500 원","5,500 원","0%","No review","Very Positive (75)","1 Sep, 2018","Paul Bird","Marjupi Games"
"498","Tower Hunter:Erza's Trial","https://store.steampowered.com/app/844850/Tower_HunterErzas_Trial/?snr=1_1452_1600__104_44","Early Access"," Female Protagonist"," Indie"," RPG","16,500 원","16,500 원","0%","Mixed (28)","Mostly Positive (200)","29 Sep, 2018","IceSitruuna","IceSitruuna"
"499","Sub Command","https://store.steampowered.com/app/2920/Sub_Command/?snr=1_1452_1600__104_44","Strategy"," Simulation"," Naval","No tag4","10,500 원","10,500 원","0%","No review","Mixed (43)","1 Oct, 2001","Sonalysts","Strategy First"
"500","Gomo","https://store.steampowered.com/app/265330/Gomo/?snr=1_1452_1600__104_44","Adventure"," Indie"," Point & Click"," Puzzle","5,500 원","550 원","-90%","Mostly Positive (12)","Mostly Positive (965)","7 Dec, 2013","Fishcow Studio","Fishcow Studio"
"501","Overcooked","https://store.steampowered.com/app/448510/Overcooked/?snr=1_1452_1600__104_44","Local Co-Op"," Local Multiplayer"," Multiplayer"," Co-op","18,000 원","18,000 원","0%","Very Positive (86)","Very Positive (4,953)","4 Aug, 2016","Ghost Town Games Ltd.","Ghost Town Games Ltd."
"502","Keep Talking and Nobody Explodes","https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes/?snr=1_1452_1600__104_44","Co-op"," Puzzle"," Local Co-Op"," VR","16,000 원","16,000 원","0%","Very Positive (29)","Overwhelmingly Positive (4,139)","9 Oct, 2015","Steel Crate Games","Steel Crate Games"
"503","Egypt: Old Kingdom","https://store.steampowered.com/app/646500/Egypt_Old_Kingdom/?snr=1_1452_1600__104_44","Historical"," Turn-Based"," Singleplayer"," Great Soundtrack","15,500 원","8,520 원","-45%","Very Positive (11)","Very Positive (216)","24 May, 2018","Clarus Victoria","Clarus Victoria"
"504","If My Heart Had Wings","https://store.steampowered.com/app/326480/If_My_Heart_Had_Wings/?snr=1_1452_1600__104_44","Anime"," Visual Novel"," Nudity"," Dating Sim","16,000 원","16,000 원","0%","Very Positive (23)","Very Positive (2,417)","28 Jun, 2013","MoeNovel","MoeNovel"
"505","Ys I & II Chronicles+","https://store.steampowered.com/app/223810/Ys_I__II_Chronicles/?snr=1_1452_1600__104_44","JRPG"," Great Soundtrack"," Action"," RPG","16,000 원","16,000 원","0%","No review","Very Positive (1,048)","15 Feb, 2013","Nihon Falcom","XSEED Games"
"506","Ice Lakes","https://store.steampowered.com/app/393430/Ice_Lakes/?snr=1_1452_1600__104_44","Sports"," Simulation"," Fishing"," Indie","16,000 원","16,000 원","0%","No review","Very Positive (655)","20 Apr, 2016","Iceflake Studios","Iceflake Studios"
"507","Defender's Quest: Valley of the Forgotten (DX edition)","https://store.steampowered.com/app/218410/Defenders_Quest_Valley_of_the_Forgotten_DX_edition/?snr=1_1452_1600__104_44","Tower Defense"," RPG"," Indie"," Strategy","16,000 원","16,000 원","0%","No review","Overwhelmingly Positive (2,072)","31 Oct, 2012","Level Up Labs, LLC","Level Up Labs"
"508","Homesick","https://store.steampowered.com/app/244910/Homesick/?snr=1_1452_1600__104_44","Atmospheric"," Puzzle"," Exploration"," First-Person","16,000 원","16,000 원","0%","Mostly Positive (11)","Mostly Positive (812)","29 May, 2015","Lucky Pause","Lucky Pause"
"509","Streets of Rogue","https://store.steampowered.com/app/512900/Streets_of_Rogue/?snr=1_1452_1600__104_45","Early Access"," Pixel Graphics"," Rogue-like"," RPG","16,000 원","16,000 원","0%","Very Positive (61)","Overwhelmingly Positive (3,225)","11 Mar, 2017","Matt Dabrowski","Matt Dabrowski"
"510","Call of Juarez® Gunslinger","https://store.steampowered.com/app/204450/Call_of_Juarez_Gunslinger/?snr=1_1452_1600__104_45","Western"," FPS"," Action"," Story Rich","16,000 원","16,000 원","0%","Very Positive (87)","Very Positive (9,034)","23 May, 2013","Techland","Techland"
"511","Raiden IV: OverKill","https://store.steampowered.com/app/323460/Raiden_IV_OverKill/?snr=1_1452_1600__104_45","Action"," Shoot 'Em Up"," Arcade"," Bullet Hell","16,000 원","16,000 원","0%","No review","Very Positive (238)","3 Sep, 2015","Moss Co., Ltd.","H2 Interactive Co., Ltd."
"512","Galaxy of Pen & Paper +1","https://store.steampowered.com/app/349790/Galaxy_of_Pen__Paper_1/?snr=1_1452_1600__104_45","RPG"," Indie"," Sci-fi"," Pixel Graphics","16,000 원","16,000 원","0%","No review","Mostly Positive (90)","27 Jul, 2017","Behold Studios","Behold Studios"
"513","Azure Striker Gunvolt","https://store.steampowered.com/app/388800/Azure_Striker_Gunvolt/?snr=1_1452_1600__104_45","Action"," Platformer"," Indie"," 2D","16,000 원","16,000 원","0%","Very Positive (10)","Very Positive (750)","28 Aug, 2015","INTI CREATES CO., LTD.","INTI CREATES CO., LTD."
"514","Jalopy","https://store.steampowered.com/app/446020/Jalopy/?snr=1_1452_1600__104_45","Driving"," Simulation"," Adventure"," Open World","16,000 원","8,000 원","-50%","Mixed (48)","Mostly Positive (3,410)","29 Mar, 2018","Minskworks","Minskworks"
"515","A Sky Full of Stars","https://store.steampowered.com/app/745960/A_Sky_Full_of_Stars/?snr=1_1452_1600__104_45","Visual Novel"," Casual"," Simulation"," Anime","18,500 원","18,500 원","0%","No review","Very Positive (176)","15 Dec, 2017","MoeNovel","MoeNovel"
"516","PAYDAY™ The Heist","https://store.steampowered.com/app/24240/PAYDAY_The_Heist/?snr=1_1452_1600__104_45","FPS"," Action"," Co-op"," Heist","16,000 원","16,000 원","0%","Very Positive (49)","Very Positive (18,137)","21 Oct, 2011","OVERKILL Software","OVERKILL Software"
"517","Minecraft: Story Mode - Season Two","https://store.steampowered.com/app/639170/Minecraft_Story_Mode__Season_Two/?snr=1_1452_1600__104_45","Adventure"," Story Rich"," Choose Your Own Adventure"," Choices Matter","15,500 원","15,500 원","0%","Mostly Positive (14)","Very Positive (1,087)","12 Jul, 2017","Telltale Games","Telltale Games"
"518","Uplink","https://store.steampowered.com/app/1510/Uplink/?snr=1_1452_1600__104_45","Hacking"," Indie"," Strategy"," Singleplayer","10,500 원","10,500 원","0%","No review","Very Positive (1,178)","23 Aug, 2006","Introversion Software","Introversion Software"
"519","Bomber Crew","https://store.steampowered.com/app/537800/Bomber_Crew/?snr=1_1452_1600__104_45","Simulation"," Strategy"," World War II"," Management","15,500 원","15,500 원","0%","Mostly Positive (213)","Very Positive (3,310)","20 Oct, 2017","Runner Duck","Runner Duck"
"520","HellSign","https://store.steampowered.com/app/606500/HellSign/?snr=1_1452_1600__104_45","Early Access"," RPG"," Difficult"," Supernatural","15,500 원","15,500 원","0%","No review","Very Positive (128)","9 Nov, 2018","Ballistic Interactive","Ballistic Interactive"
"521","Death Road to Canada","https://store.steampowered.com/app/252610/Death_Road_to_Canada/?snr=1_1452_1600__104_45","Pixel Graphics"," Zombies"," Action"," Indie","15,500 원","15,500 원","0%","Very Positive (55)","Very Positive (2,652)","22 Jul, 2016","Rocketcat Games, Madgarden","Rocketcat Games"
"522","Agony","https://store.steampowered.com/app/487720/Agony/?snr=1_1452_1600__104_45","Horror"," Nudity"," Sexual Content"," Gore","15,500 원","15,500 원","0%","Mixed (36)","Mixed (1,540)","30 May, 2018","Madmind Studio","Madmind Studio"
"523","FINAL FANTASY VII","https://store.steampowered.com/app/39140/FINAL_FANTASY_VII/?snr=1_1452_1600__104_46","JRPG"," RPG"," Classic"," Turn-Based","15,500 원","15,500 원","0%","Very Positive (46)","Very Positive (10,434)","4 Jul, 2013","Square Enix","Square Enix"
"524","Dungeon Warfare 2","https://store.steampowered.com/app/698540/Dungeon_Warfare_2/?snr=1_1452_1600__104_46","Indie"," Strategy"," Tower Defense"," Pixel Graphics","15,500 원","15,500 원","0%","Very Positive (10)","Very Positive (301)","6 Jul, 2018","Valsar","Valsar"
"525","Paint the Town Red","https://store.steampowered.com/app/337320/Paint_the_Town_Red/?snr=1_1452_1600__104_46","Early Access"," Action"," Gore"," Fighting","15,500 원","15,500 원","0%","Mostly Positive (53)","Very Positive (4,597)","13 Oct, 2015","South East Games","South East Games"
"526","Aggelos","https://store.steampowered.com/app/717310/Aggelos/?snr=1_1452_1600__104_46","Adventure"," Indie"," RPG"," Metroidvania","15,500 원","15,500 원","0%","No review","Very Positive (50)","19 Jun, 2018","Storybird Games","PQube Limited"
"527","Day of Infamy","https://store.steampowered.com/app/447820/Day_of_Infamy/?snr=1_1452_1600__104_46","World War II"," FPS"," Multiplayer"," War","15,500 원","15,500 원","0%","Very Positive (130)","Very Positive (12,852)","23 Mar, 2017","New World Interactive","New World Interactive"
"528","Guts and Glory","https://store.steampowered.com/app/537340/Guts_and_Glory/?snr=1_1452_1600__104_46","Gore"," Violent"," Action"," Casual","15,500 원","15,500 원","0%","No review","Very Positive (788)","20 Jul, 2018","HakJak Productions","tinyBuild"
"529","From the Depths","https://store.steampowered.com/app/268650/From_the_Depths/?snr=1_1452_1600__104_46","Early Access"," Sandbox"," Building"," Strategy","15,500 원","15,500 원","0%","Very Positive (41)","Very Positive (3,657)","8 Aug, 2014","Brilliant Skies Ltd.","Brilliant Skies Ltd."
"530","The last strategist","https://store.steampowered.com/app/735240/The_last_strategist/?snr=1_1452_1600__104_46","Strategy"," Indie"," Simulation","No tag4","3,300 원","560 원","-83%","No review","Positive (19)","10 Oct, 2017","Recreat4","Virtuactions"
"531","Love Letter","https://store.steampowered.com/app/926520/Love_Letter/?snr=1_1452_1600__104_46","Strategy"," Card Game"," Multiplayer"," Board Game","7,500 원","7,500 원","0%","No review","Positive (13)","24 Oct, 2018","Nomad Games","Asmodee Digital"
"532","Rock of Ages 2: Bigger & Boulder™","https://store.steampowered.com/app/434460/Rock_of_Ages_2_Bigger__Boulder/?snr=1_1452_1600__104_46","Strategy"," Action"," Comedy"," Indie","15,000 원","15,000 원","0%","Very Positive (15)","Very Positive (1,061)","28 Aug, 2017","ACE Team","ACE Team"
"533","Construction Simulator 2015","https://store.steampowered.com/app/289950/Construction_Simulator_2015/?snr=1_1452_1600__104_46","Simulation"," Building"," Multiplayer"," Open World","16,000 원","16,000 원","0%","Mixed (13)","Mostly Positive (2,338)","19 Nov, 2014","weltenbauer. Software Entwicklung GmbH","weltenbauer. Software Entwicklung GmbH"
"534","Dead Space™ 2","https://store.steampowered.com/app/47780/Dead_Space_2/?snr=1_1452_1600__104_46","Horror"," Action"," Sci-fi"," Space","19,000 원","19,000 원","0%","Very Positive (75)","Very Positive (7,280)","28 Jan, 2011","Visceral Games","Visceral Games"
"535","Dead Space","https://store.steampowered.com/app/17470/Dead_Space/?snr=1_1452_1600__104_46","Horror"," Action"," Sci-fi"," Space","19,000 원","19,000 원","0%","Very Positive (60)","Very Positive (6,780)","20 Oct, 2008","EA Redwood Shores","EA Redwood Shores"
"536","Life Goes On: Done to Death","https://store.steampowered.com/app/250050/Life_Goes_On_Done_to_Death/?snr=1_1452_1600__104_46","Indie"," Casual"," Puzzle"," Platformer","14,000 원","14,000 원","0%","Very Positive (14)","Overwhelmingly Positive (1,162)","18 Apr, 2014","Infinite Monkeys Entertainment Ltd.","Infinite Monkeys Entertainment Ltd."
"537","Swords and Soldiers 2 Shawarmageddon","https://store.steampowered.com/app/703880/Swords_and_Soldiers_2_Shawarmageddon/?snr=1_1452_1600__104_47","Action"," Strategy"," Indie"," RTS","15,500 원","15,500 원","0%","No review","Positive (39)","6 Nov, 2018","Ronimo Games","Ronimo Games"
"538","Colonization of the Moon","https://store.steampowered.com/app/968430/Colonization_of_the_Moon/?snr=1_1452_1600__104_47","Action"," Indie","No tag","No tag","1,100 원","660 원","-40%","No review","No user reviews","15 Nov, 2018","ImperiumGame","ImperiumGame"
"539","Breathing Fear","https://store.steampowered.com/app/535400/Breathing_Fear/?snr=1_1452_1600__104_47","Horror"," Adventure"," Indie"," Atmospheric","3,300 원","560 원","-83%","No review","Very Positive (123)","7 Oct, 2016","LunarPixel","Atriagames"
"540","EARTHLOCK","https://store.steampowered.com/app/761030/EARTHLOCK/?snr=1_1452_1600__104_47","Adventure"," RPG"," Strategy"," Indie","29,000 원","13,920 원","-52%","No review","Mostly Positive (82)","8 Mar, 2018","Snowcastle Games","Snowcastle Games"
"541","Full Mojo Rampage","https://store.steampowered.com/app/225280/Full_Mojo_Rampage/?snr=1_1452_1600__104_47","Action"," Rogue-like"," RPG"," Indie","14,000 원","14,000 원","0%","No review","Very Positive (460)","9 May, 2014","Over the Top Games","Over The Top Games"
"542","Blaite","https://store.steampowered.com/app/461730/Blaite/?snr=1_1452_1600__104_47","Indie"," Action"," Casual"," Adventure","1,100 원","550 원","-50%","Mostly Positive (23)","Mostly Positive (139)","2 Jan, 2017","Dosane Games","Dosane Games"
"543","Fallen ~Makina and the City of Ruins~","https://store.steampowered.com/app/791330/Fallen_Makina_and_the_City_of_Ruins/?snr=1_1452_1600__104_47","Sexual Content"," Nudity"," RPG"," RPGMaker","15,500 원","15,500 원","0%","Mostly Positive (15)","Very Positive (497)","23 Feb, 2018","Another Story","Another Story"
"544","THE KING OF FIGHTERS 2002 UNLIMITED MATCH","https://store.steampowered.com/app/222440/THE_KING_OF_FIGHTERS_2002_UNLIMITED_MATCH/?snr=1_1452_1600__104_47","Fighting"," Action"," 2D Fighter"," Arcade","16,000 원","16,000 원","0%","No review","Very Positive (737)","27 Feb, 2015","SNK CORPORATION, Code Mystics","SNK CORPORATION"
"545","2MD VR Football","https://store.steampowered.com/app/674850/2MD_VR_Football/?snr=1_1452_1600__104_47","Sports"," Casual"," Indie"," Action","13,500 원","13,500 원","0%","No review","Very Positive (69)","26 Sep, 2017","Truant pixel, LLC","Truant Pixel, LLC"
"546","Lu Bu Maker 여포키우기","https://store.steampowered.com/app/882900/Lu_Bu_Maker/?snr=1_1452_1600__104_47","Simulation"," Indie"," Casual"," Anime","8,000 원","8,000 원","0%","No review","Very Positive (62)","10 Jul, 2018","TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd."
"547","Agatha Knife","https://store.steampowered.com/app/618950/Agatha_Knife/?snr=1_1452_1600__104_47","Indie"," Adventure"," Point & Click"," Female Protagonist","13,000 원","13,000 원","0%","No review","Very Positive (100)","28 Apr, 2017","Mango Protocol","Mango Protocol"
"548","Construction Simulator 2 US - Pocket Edition","https://store.steampowered.com/app/787740/Construction_Simulator_2_US__Pocket_Edition/?snr=1_1452_1600__104_47","Simulation"," Building","No tag","No tag","13,000 원","13,000 원","0%","Mixed (26)","Mixed (172)","13 Sep, 2018","weltenbauer. Software Entwicklung GmbH","weltenbauer. Software Entwicklung GmbH"
"549","?方大?? ~ Touhou Big Big Battle","https://store.steampowered.com/app/878380/__Touhou_Big_Big_Battle/?snr=1_1452_1600__104_47","Early Access"," Indie"," Strategy"," Early Access","6,500 원","6,500 원","0%","Very Positive (34)","Very Positive (50)","10 Sep, 2018","MyACG Studio","MyACG Studio"
"550","LoveKami -Useless Goddess-","https://store.steampowered.com/app/626510/LoveKami_Useless_Goddess/?snr=1_1452_1600__104_47","Sexual Content"," Visual Novel"," Anime"," Casual","14,000 원","14,000 원","0%","No review","Very Positive (67)","30 May, 2017","MoeNovel","MoeNovel"
"551","Clue/Cluedo: The Classic Mystery Game","https://store.steampowered.com/app/794800/ClueCluedo_The_Classic_Mystery_Game/?snr=1_1452_1600__104_48","Casual"," Strategy"," Board Game"," Mystery","12,500 원","12,500 원","0%","No review","Very Positive (76)","18 May, 2018","Marmalade Game Studio Ltd","Marmalade Game Studio Ltd"
"552","Lines X","https://store.steampowered.com/app/724740/Lines_X/?snr=1_1452_1600__104_48","Casual"," Indie"," Strategy"," Puzzle","1,100 원","710 원","-35%","No review","Very Positive (266)","1 Nov, 2017","Konstructors Entertainment","Konstructors Entertainment"
"553","Celestial Command","https://store.steampowered.com/app/330460/Celestial_Command/?snr=1_1452_1600__104_48","Early Access"," Simulation"," Space"," Action","11,500 원","11,500 원","0%","No review","Mostly Positive (275)","21 Nov, 2014","Romenics, Artaani, Riya","Romenics"
"554","Knights of Pen and Paper 2","https://store.steampowered.com/app/310060/Knights_of_Pen_and_Paper_2/?snr=1_1452_1600__104_48","RPG"," Adventure"," Strategy"," Indie","8,500 원","2,120 원","-75%","Very Positive (13)","Very Positive (797)","20 Oct, 2015","Kyy Games","Kyy Games"
"555","Adventure of a Lifetime","https://store.steampowered.com/app/820730/Adventure_of_a_Lifetime/?snr=1_1452_1600__104_48","Casual"," Adventure"," Simulation"," Visual Novel","13,500 원","13,500 원","0%","No review","Very Positive (65)","27 Apr, 2018","MoeNovel","MoeNovel"
"556","Rake","https://store.steampowered.com/app/386880/Rake/?snr=1_1452_1600__104_48","Horror"," Multiplayer"," Survival Horror"," Survival","5,500 원","5,500 원","0%","Mostly Positive (18)","Mostly Positive (2,929)","13 Jul, 2015","Konsordo","Konsordo"
"557","Emily Wants To Play","https://store.steampowered.com/app/416590/Emily_Wants_To_Play/?snr=1_1452_1600__104_48","Horror"," Survival Horror"," Indie"," Action","5,500 원","5,500 원","0%","Very Positive (12)","Mostly Positive (968)","10 Dec, 2015","Shawn Hitchcock","Shawn Hitchcock"
"558","VOI","https://store.steampowered.com/app/545690/VOI/?snr=1_1452_1600__104_48","Indie"," Casual"," Puzzle"," Minimalist","1,100 원","550 원","-50%","No review","Very Positive (420)","7 Nov, 2016","Yunus Ayyildiz","Yunus Ayyildiz"
"559","Heroes of Might & Magic V: Hammers of Fate","https://store.steampowered.com/app/15380/Heroes_of_Might__Magic_V_Hammers_of_Fate/?snr=1_1452_1600__104_48","Strategy"," Turn-Based Strategy"," Turn-Based"," Fantasy","11,000 원","11,000 원","0%","No review","Mostly Positive (91)","14 Nov, 2006","Nival","Ubisoft"
"560","Far Cry® 2: Fortune's Edition","https://store.steampowered.com/app/19900/Far_Cry_2_Fortunes_Edition/?snr=1_1452_1600__104_48","Open World"," FPS"," Action"," Shooter","11,000 원","11,000 원","0%","Mixed (63)","Mostly Positive (5,805)","22 Oct, 2008","Ubisoft Montreal","Ubisoft Montreal"
"561","Lines Infinite","https://store.steampowered.com/app/733050/Lines_Infinite/?snr=1_1452_1600__104_48","Casual"," Indie"," Strategy"," Puzzle","1,100 원","710 원","-35%","No review","Very Positive (89)","25 Nov, 2017","Konstructors Entertainment","Konstructors Entertainment"
"562","BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien","https://store.steampowered.com/app/218060/BITTRIP_Presents_Runner2_Future_Legend_of_Rhythm_Alien/?snr=1_1452_1600__104_48","Platformer"," Indie"," Rhythm"," Music","16,000 원","5,280 원","-67%","No review","Very Positive (1,442)","27 Feb, 2013","Gaijin Games","Gaijin Games"
"563","Heroes of Might & Magic V: Tribes of the East","https://store.steampowered.com/app/15370/Heroes_of_Might__Magic_V_Tribes_of_the_East/?snr=1_1452_1600__104_48","Strategy"," Turn-Based Strategy"," Turn-Based"," Multiplayer","11,000 원","11,000 원","0%","No review","Very Positive (684)","16 Oct, 2007","Nival","Ubisoft"
"564","Gloom","https://store.steampowered.com/app/619280/Gloom/?snr=1_1452_1600__104_48","Action"," Indie"," Adventure"," Lovecraftian","10,500 원","10,500 원","0%","No review","Very Positive (207)","13 Apr, 2017","Hunchback Studio","Hunchback Studio"
"565","Captain Forever Trilogy","https://store.steampowered.com/app/758930/Captain_Forever_Trilogy/?snr=1_1452_1600__104_49","Strategy"," Action"," 2D"," Building","10,500 원","10,500 원","0%","No review","Positive (23)","22 May, 2018","Farbs","Farbs"
